MeasureName,MeasureType,StratificationLevel,StateName,CountyName,ReportYear,Value,Unit,MonitorOnly
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,Allegheny,1999,18.7981573163388,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Sarasota,1999,10.5803099343186,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,Caddo,1999,14.419811827957,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Sangamon,1999,15.8830952380952,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Mexico,Bernalillo,1999,6.54199799196787,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Charleston,1999,13.0316148023662,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Santa Cruz,1999,9.8091889802516,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Guilford,1999,16.9953938852646,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Orange,1999,11.32883009872,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Stanislaus,1999,24.8771786833856,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Missouri,Jasper,1999,13.1149744572158,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Massachusetts,Middlesex,1999,9.39896585108256,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Citrus,1999,11.4117563264622,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Jefferson,1999,19.634755291005295,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Sumter,1999,17.023375331565,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Fayette,1999,16.3780701754386,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Shelby,1999,15.8508545181639,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Peoria,1999,16.0384199134199,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Virginia,Virginia Beach,1999,13.6856860632184,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Mexico,San Juan,1999,5.82446493800484,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Milwaukee,1999,15.4180423280423,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Dakota,Cass,1999,9.39029556650246,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Henderson,1999,14.619460978836,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arizona,Santa Cruz,1999,13.2307692307692,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Richmond,1999,19.8874084249084,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Monongalia,1999,14.8973390804598,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Hawaii,Honolulu,1999,4.95730411563745,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Grant,1999,12.6673511904762,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Lake,1999,14.0821487867178,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Virginia,Newport News,1999,12.8358348727422,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Paulding,1999,18.5041773653906,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Swain,1999,14.4966155810983,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maine,Oxford,1999,10.2219642857143,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Jefferson,1999,17.5730927120149,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Texas,Dallas,1999,16.8597722438852,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Michigan,Saginaw,1999,10.3371191308691,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Lenoir,1999,12.2222412008282,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Dakota,Pennington,1999,9.759375,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Idaho,Canyon,1999,9.86533333333333,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Harrison,1999,15.0472619047619,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arizona,Maricopa,1999,13.0346174242424,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Colorado,Adams,1999,8.47969715768103,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oregon,Benton,1999,7.05122354497354,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Franklin,1999,14.0788617496807,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Volusia,1999,11.36361863711,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,Delaware,1999,13.1227037037037,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Santa Clara,1999,16.7493226600985,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Cuyahoga,1999,21.009229538647105,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,Orleans,1999,15.1098557692308,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Colorado,Mesa,1999,6.95349358974359,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Mitchell,1999,15.7566732804233,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,Lancaster,1999,15.6397375541126,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Fresno,1999,27.710583221277705,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Lake,1999,16.5179827709178,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Alameda,1999,13.8953846153846,µg/m³,1
